ID_Funcionario,Departamento,Cargo,Nivel_Hierarquico,Estado,Genero,Etnia,Regime_Trabalho,Turno,Data_Admissao,Data_Desligamento,Motivo_Desligamento,Status,Salario_Bruto,Horas_Treinamento_Ano,Avaliacao_Desempenho,Dias_Falta_Ano,Beneficios
FUNC-0468,Comercial,Assistente Comercial,Júnior,MG,Feminino,Pardo,CLT 44h,Presencial,2015-07-27,,,Ativo,2601.34,26,3.2,4,Plano de Saúde|Stock Options|Vale Transporte
FUNC-0469,Jurídico,Advogado Jr,Júnior,RJ,Masculino,Branco,CLT 44h,Noturno,,,,Ativo,6993.33,49,3.3,0,Vale Transporte|Plano Odontológico|Home Office
FUNC-0470,Marketing,Assistente de Marketing,Júnior,RJ,Feminino,Pardo,CLT 40h,Home Office,2023-01-04,,,Ativo,3704.79,19,3.7,1,Home Office|Seguro de Vida|Gympass
FUNC-0471,Jurídico,Gerente Jurídico,Gestão,SP,Feminino,Pardo,PJ,Híbrido,2018-07-20,2024-03-07,Pedido do colaborador,Desligado,24067.26,8,4.7,2,Plano Odontológico|Stock Options|Gympass|PLR|Vale Refeição|Plano de Saúde|Seguro de Vida
FUNC-0472,Comercial,Consultor de Vendas Sr,Sênior,GO,Feminino,Pardo,CLT 40h,Híbrido,2024-12-05,,,Ativo,6917.3,31,3.8,0,Stock Options|Seguro de Vida|Gympass|Plano de Saúde|Vale Refeição
FUNC-0473,Logística,Gerente de Logística,Gestão,SP,Masculino,Pardo,CLT 40h,Presencial,2018-09-04,2024-08-06,Término de contrato,Desligado,16183.52,9,4.4,9,Seguro de Vida|Stock Options|PLR|Home Office|Vale Transporte|Auxílio Creche|Gympass
FUNC-0474,Comercial,Diretor Comercial,Diretoria,SP,Feminino,Branco,CLT 40h,Presencial,2023-06-06,2024-11-26,Desligamento por baixa performance,Desligado,38839.36,18,5.0,0,Vale Transporte|PLR|Seguro de Vida|Vale Refeição|Home Office|Stock Options|Auxílio Creche|Plano de Saúde
FUNC-0475,RH,Analista de RH Pl,Pleno,PR,Feminino,Branco,CLT 44h,Presencial,2019-01-13,2019-11-13,Pedido do colaborador,Desligado,5032.3,7,2.9,0,Seguro de Vida|Vale Transporte|Home Office|Stock Options
FUNC-0476,RH,Assistente de RH,Júnior,SP,Masculino,Pardo,CLT 44h,Presencial,2022-11-01,,,Ativo,2627.09,12,2.8,1,Auxílio Creche|Gympass|Plano Odontológico
FUNC-0477,Jurídico,Estagiário Jurídico,Estagiário,BA,Feminino,Pardo,Estágio,Presencial,2022-01-20,2023-06-25,Desligamento por justa causa,Desligado,1288.48,31,2.7,1,Vale Refeição|Vale Transporte
FUNC-0478,Operações,Operador de Produção,Júnior,PR,Masculino,Branco,CLT 44h,Home Office,2021-01-08,2023-10-19,Término de contrato,Desligado,2262.54,34,3.2,0,Auxílio Creche|PLR|Stock Options
FUNC-0479,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RJ,Masculino,Pardo,PJ,Presencial,2015-07-11,,,Ativo,7004.29,18,2.3,0,Vale Transporte|Gympass|Plano de Saúde|Stock Options
FUNC-0480,Tecnologia,Analista de Dados Pl,Pleno,RJ,Feminino,Branco,PJ,Presencial,2019-02-10,,,Ativo,6488.7,22,3.5,0,Vale Transporte|Vale Refeição|Stock Options|PLR
FUNC-0481,Jurídico,Advogado Jr,Júnior,RS,Masculino,Branco,CLT 44h,Presencial,,,,Ativo,4985.01,17,3.0,1,Vale Refeição|Gympass|Home Office
FUNC-0482,Logística,Analista de Logística Pl,Pleno,GO,Masculino,Pardo,CLT 44h,Híbrido,,2021-07-03,Desligamento sem justa causa,Desligado,4089.25,16,3.4,0,Stock Options|Auxílio Creche|Home Office|Plano de Saúde
FUNC-0483,Logística,Coordenador de Logística,Especialista,SP,Masculino,Pardo,CLT 40h,Presencial,2022-08-17,2023-12-12,Desligamento sem justa causa,Desligado,9132.6,5,4.4,4,Vale Transporte|Stock Options|Plano de Saúde|Auxílio Creche|Seguro de Vida|Vale Refeição
FUNC-0484,Comercial,Gerente Comercial,Gestão,RJ,Feminino,Branco,PJ,Home Office,,2024-02-23,Desligamento sem justa causa,Desligado,19930.93,36,3.4,6,Vale Transporte|Seguro de Vida|Plano de Saúde|PLR|Home Office|Auxílio Creche|Plano Odontológico
FUNC-0485,Operações,Coordenador de Operações,Especialista,SC,Masculino,Branco,CLT 40h,Híbrido,2016-10-19,,,Ativo,9109.95,21,4.6,2,Plano de Saúde|Stock Options|Auxílio Creche|Plano Odontológico|Gympass|Home Office
FUNC-0486,Comercial,Analista Comercial Pl,Pleno,SP,Feminino,Amarelo,CLT 44h,Híbrido,2019-07-06,2022-06-21,Desligamento por baixa performance,Desligado,6041.94,18,3.2,0,Home Office|Vale Refeição|Gympass|PLR
FUNC-0487,Operações,Operador de Produção,Júnior,SP,Masculino,Não Informado,CLT 44h,Presencial,2019-12-20,,,Ativo,1742.96,9,3.3,0,Home Office|Plano de Saúde|Gympass
FUNC-0488,Comercial,Assistente Comercial,Júnior,BA,Feminino,Pardo,CLT 44h,Home Office,2017-12-21,2022-02-27,Desligamento por baixa performance,Desligado,2557.04,25,2.8,0,Vale Transporte|Seguro de Vida|Plano de Saúde
FUNC-0489,Financeiro,Analista Financeiro Pl,Pleno,RJ,Masculino,Branco,CLT 40h,Presencial,2024-08-10,,,Ativo,7056.5,23,2.5,2,PLR|Seguro de Vida|Stock Options|Gympass
FUNC-0490,Tecnologia,Analista de Dados Sr,Sênior,PR,Masculino,Pardo,CLT 40h,Presencial,2024-01-12,2024-06-24,Proposta externa,Desligado,16163.3,10,3.5,1,Plano Odontológico|Vale Refeição|Seguro de Vida|Stock Options|Gympass
FUNC-0491,Jurídico,Gerente Jurídico,Gestão,SP,Feminino,Branco,CLT 44h,Presencial,2020-01-17,2022-11-21,Desligamento por justa causa,Desligado,34398.83,32,3.8,1,Auxílio Creche|Plano Odontológico|Vale Transporte|Seguro de Vida|PLR|Home Office|Stock Options
FUNC-0492,Logística,Analista de Logística Pl,Pleno,RJ,Feminino,Branco,CLT 40h,Híbrido,2021-03-26,,,Ativo,5077.51,71,3.9,2,Vale Transporte|Home Office|Auxílio Creche|Stock Options
FUNC-0493,Jurídico,Advogado Jr,Júnior,RJ,Não Informado,Branco,CLT 40h,Home Office,2022-01-18,,,Ativo,6970.78,12,2.9,0,Plano de Saúde|Seguro de Vida|Plano Odontológico
FUNC-0494,RH,Coordenador de RH,Especialista,BA,Feminino,Pardo,PJ,Presencial,2017-04-11,,,Ativo,15000.0,7,4.0,0,Home Office|Stock Options|Vale Refeição|Auxílio Creche|PLR|Plano Odontológico
FUNC-0495,Comercial,Assistente Comercial,Júnior,PE,Masculino,Branco,CLT 44h,Híbrido,2024-07-21,,,Ativo,2493.88,46,2.1,0,Home Office|Plano de Saúde|Plano Odontológico
FUNC-0496,Tecnologia,Desenvolvedor Frontend Jr,Júnior,BA,Masculino,Branco,CLT 40h,Home Office,2024-02-23,2024-11-05,Proposta externa,Desligado,4505.03,31,2.9,7,Vale Transporte|Home Office|PLR
FUNC-0497,Operações,Operador de Produção,Júnior,BA,Feminino,Branco,CLT 44h,Híbrido,2021-09-25,,,Ativo,2212.76,67,2.6,4,Seguro de Vida|Plano de Saúde|Gympass
FUNC-0498,Jurídico,Advogado Jr,Júnior,MG,Masculino,Amarelo,CLT 44h,Híbrido,2021-08-11,2024-06-01,Desligamento sem justa causa,Desligado,5246.04,6,4.0,1,PLR|Auxílio Creche|Vale Transporte
FUNC-0499,Comercial,Analista Comercial Pl,Pleno,RJ,Feminino,Amarelo,CLT 40h,Híbrido,2023-03-27,2024-03-02,Desligamento sem justa causa,Desligado,5317.55,18,2.6,2,Vale Transporte|Auxílio Creche|Home Office|Plano Odontológico
FUNC-0500,Jurídico,Advogado Sr,Sênior,MG,Feminino,Preto,CLT 40h,Híbrido,2021-12-04,,,Ativo,12000.0,21,4.0,1,Seguro de Vida|Gympass|Auxílio Creche|Stock Options|Plano de Saúde
FUNC-0501,Tecnologia,Analista de Dados Pl,Pleno,SP,Feminino,Branco,CLT 44h,Noturno,2020-12-15,,,Ativo,7341.89,57,3.6,2,Gympass|Auxílio Creche|Seguro de Vida|Plano Odontológico
FUNC-0502,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RS,Masculino,Branco,CLT 44h,Híbrido,2019-06-19,,,Ativo,7527.12,37,3.4,0,Gympass|Vale Refeição|Vale Transporte|Home Office
FUNC-0503,Marketing,Assistente de Marketing,Júnior,BA,Masculino,Branco,CLT 40h,Presencial,2024-09-21,,,Ativo,2000.0,7,3.4,5,Plano de Saúde|Vale Refeição|Vale Transporte
FUNC-0504,Logística,Analista de Logística Pl,Pleno,RJ,Feminino,Branco,CLT 44h,Presencial,,,,Ativo,5210.61,63,4.0,0,Auxílio Creche|Seguro de Vida|Vale Refeição|Plano de Saúde
FUNC-0505,Logística,Coordenador de Logística,Especialista,RS,Feminino,Indígena,CLT 44h,Presencial,2016-08-18,2018-09-13,Término de contrato,Desligado,12770.18,22,3.4,6,Auxílio Creche|Vale Transporte|PLR|Gympass|Stock Options|Vale Refeição
FUNC-0506,Financeiro,Coordenador Financeiro,Especialista,SC,Não Informado,Branco,CLT 40h,Híbrido,2024-01-04,,,Ativo,14352.16,7,4.0,9,Plano Odontológico|Vale Refeição|Home Office|Vale Transporte|Auxílio Creche|Seguro de Vida
FUNC-0507,Operações,Supervisor de Operações,Especialista,PE,Masculino,Pardo,CLT 40h,Presencial,2020-11-27,,,Ativo,7849.94,15,3.6,8,Vale Transporte|Plano de Saúde|Seguro de Vida|Gympass|Vale Refeição|Plano Odontológico
FUNC-0508,Marketing,Coordenador de Marketing,Especialista,RJ,Masculino,Preto,PJ,Home Office,2022-07-28,2022-11-08,Pedido do colaborador,Desligado,14495.84,36,3.8,3,Plano de Saúde|Vale Transporte|Vale Refeição|Gympass|Stock Options|Home Office
FUNC-0509,Tecnologia,Desenvolvedor Frontend Sr,Sênior,RS,Masculino,Pardo,CLT 40h,Híbrido,2021-12-17,2023-05-17,Proposta externa,Desligado,17672.02,68,3.0,2,Vale Transporte|Stock Options|Home Office|Plano de Saúde|PLR
FUNC-0510,Tecnologia,Desenvolvedor Backend Jr,Júnior,MG,Feminino,Preto,CLT 44h,Presencial,2018-09-26,2020-08-08,Desligamento sem justa causa,Desligado,4006.63,23,3.7,0,Stock Options|Plano Odontológico|Home Office
FUNC-0511,Financeiro,Coordenador Financeiro,Especialista,MG,Masculino,Branco,CLT 40h,Noturno,2024-06-16,,,Ativo,13754.51,17,3.6,1,Gympass|Stock Options|Auxílio Creche|Vale Transporte|PLR|Vale Refeição
FUNC-0512,Tecnologia,Desenvolvedor Backend Sr,Sênior,PE,Masculino,Branco,CLT 44h,Híbrido,2022-11-11,2023-12-19,Pedido do colaborador,Desligado,16918.28,21,3.2,0,Auxílio Creche|Vale Transporte|Stock Options|Seguro de Vida|Gympass
FUNC-0513,Tecnologia,Desenvolvedor Frontend Pl,Pleno,BA,Masculino,Pardo,CLT 40h,Híbrido,2024-02-25,,,Ativo,7295.06,11,3.7,7,Vale Transporte|Stock Options|PLR|Vale Refeição
FUNC-0514,Comercial,Analista Comercial Pl,Pleno,SC,Feminino,Pardo,CLT 44h,Presencial,2023-03-20,,,Ativo,4519.09,25,3.9,0,Plano de Saúde|Auxílio Creche|Home Office|PLR
FUNC-0515,Marketing,Assistente de Marketing,Júnior,PR,Feminino,Pardo,CLT 40h,Presencial,2024-07-26,,,Ativo,3269.82,17,3.2,5,Gympass|Vale Refeição|Vale Transporte
FUNC-0516,Comercial,Analista Comercial Pl,Pleno,MG,Masculino,Pardo,CLT 44h,Híbrido,2017-10-17,,,Ativo,5034.72,27,3.7,0,Plano Odontológico|Stock Options|Plano de Saúde|Vale Transporte
FUNC-0517,Comercial,Assistente Comercial,Júnior,PR,Masculino,Branco,CLT 44h,Híbrido,2016-05-27,2020-09-07,Desligamento sem justa causa,Desligado,2779.25,20,2.4,8,PLR|Gympass|Plano de Saúde
FUNC-0518,Comercial,Coordenador Comercial,Especialista,SC,Masculino,Preto,CLT 40h,Híbrido,2019-01-01,,,Ativo,9540.37,4,4.0,4,Vale Transporte|Stock Options|Plano de Saúde|Home Office|Gympass|PLR
FUNC-0519,Financeiro,Assistente Financeiro,Júnior,RJ,Feminino,Pardo,CLT 40h,Presencial,2015-12-09,,,Ativo,2264.14,14,4.6,0,Stock Options|Home Office|Auxílio Creche
FUNC-0520,Operações,Operador de Produção,Júnior,GO,Feminino,Branco,CLT 44h,Home Office,2024-11-10,,,Ativo,1730.24,18,3.3,4,Vale Refeição|Vale Transporte|Gympass
FUNC-0521,Comercial,Coordenador Comercial,Especialista,PR,Masculino,Amarelo,CLT 40h,Home Office,2023-12-11,,,Ativo,10796.74,22,3.9,4,Stock Options|Auxílio Creche|Plano Odontológico|Plano de Saúde|Home Office|Vale Transporte
FUNC-0522,Marketing,Designer Sr,Sênior,PR,Feminino,Pardo,CLT 40h,Presencial,2022-01-15,2023-07-06,Pedido do colaborador,Desligado,7385.22,17,2.9,0,Gympass|Home Office|Plano de Saúde|Vale Refeição|Stock Options
FUNC-0523,Marketing,Coordenador de Marketing,Especialista,SC,Masculino,Indígena,CLT 40h,Híbrido,2020-06-18,2020-10-07,Pedido do colaborador,Desligado,11497.35,33,4.5,0,Plano Odontológico|Stock Options|Auxílio Creche|PLR|Seguro de Vida|Plano de Saúde
FUNC-0524,Marketing,Gerente de Marketing,Gestão,PR,Masculino,Branco,CLT 40h,Presencial,2018-11-08,2022-09-29,Aposentadoria,Desligado,25378.31,20,4.1,4,Vale Transporte|Plano Odontológico|Home Office|Vale Refeição|PLR|Gympass|Seguro de Vida
FUNC-0525,Tecnologia,Desenvolvedor Frontend Pl,Pleno,SP,Feminino,Branco,CLT 44h,Noturno,2023-11-25,,,Ativo,10922.73,17,4.3,0,Gympass|Auxílio Creche|Stock Options|Seguro de Vida
FUNC-0526,Financeiro,Analista Financeiro Pl,Pleno,RS,Feminino,Pardo,PJ,Híbrido,2018-12-24,,,Ativo,6689.2,71,3.5,0,Gympass|Seguro de Vida|Stock Options|Home Office
FUNC-0527,Marketing,Assistente de Marketing,Júnior,GO,Feminino,Não Informado,CLT 44h,Presencial,2019-02-26,,,Ativo,3181.38,10,3.6,0,Vale Transporte|Stock Options|Vale Refeição
FUNC-0528,Jurídico,Estagiário Jurídico,Estagiário,RJ,Feminino,Preto,Estágio,Híbrido,2024-12-10,,,Ativo,1256.6,8,2.7,4,Plano Odontológico|Stock Options
FUNC-0529,Logística,Analista de Logística Pl,Pleno,SC,Feminino,Pardo,CLT 40h,Híbrido,2024-07-03,,,Ativo,5454.69,11,3.1,0,Auxílio Creche|Home Office|Plano Odontológico|Seguro de Vida
FUNC-0530,Operações,Operador de Produção,Júnior,RJ,Masculino,Branco,CLT 44h,Presencial,2020-01-26,,,Ativo,2276.56,119,2.0,1,Plano de Saúde|Gympass|Home Office
FUNC-0531,Comercial,Analista Comercial Pl,Pleno,SP,Feminino,Pardo,CLT 44h,Híbrido,2023-08-02,2024-09-12,Desligamento sem justa causa,Desligado,5411.93,5,2.7,0,Stock Options|Gympass|Auxílio Creche|Vale Transporte
FUNC-0532,RH,Analista de RH Pl,Pleno,SP,Feminino,Preto,CLT 40h,Presencial,2023-03-17,,,Ativo,4417.39,7,3.4,0,Stock Options|Home Office|Vale Refeição|Gympass
FUNC-0533,Tecnologia,Desenvolvedor Backend Jr,Júnior,RJ,Feminino,Branco,CLT 44h,Home Office,2019-03-10,,,Ativo,3500.0,23,3.2,0,Seguro de Vida|Plano de Saúde|Gympass
FUNC-0534,Logística,Analista de Logística Pl,Pleno,SC,Feminino,Branco,CLT 44h,Híbrido,2017-10-14,,,Ativo,4726.74,12,4.0,3,PLR|Auxílio Creche|Seguro de Vida|Vale Transporte
FUNC-0535,Jurídico,Estagiário Jurídico,Estagiário,SP,Masculino,Amarelo,Estágio,Híbrido,2022-07-23,,,Ativo,1485.35,47,2.6,0,Seguro de Vida|Gympass
FUNC-0536,Tecnologia,Analista de Dados Pl,Pleno,PR,Feminino,Branco,CLT 44h,Presencial,2019-08-05,2024-10-23,Proposta externa,Desligado,8471.26,22,3.7,0,Gympass|PLR|Plano de Saúde|Auxílio Creche
FUNC-0537,RH,Assistente de RH,Júnior,CE,Feminino,Preto,CLT 44h,Noturno,2023-02-08,2024-11-23,Desligamento por justa causa,Desligado,2180.83,22,3.5,8,Vale Transporte|Gympass|Plano de Saúde
FUNC-0538,Logística,Assistente de Logística,Júnior,SP,Masculino,Preto,CLT 44h,Híbrido,2016-10-18,2020-10-25,Desligamento por justa causa,Desligado,3241.55,9,4.3,1,Plano de Saúde|Stock Options|Plano Odontológico
FUNC-0539,Comercial,Consultor de Vendas Sr,Sênior,BA,Feminino,Branco,PJ,Híbrido,2017-09-19,,,Ativo,7530.07,29,3.8,0,Plano Odontológico|Gympass|Vale Refeição|Auxílio Creche|Seguro de Vida
FUNC-0540,Comercial,Analista Comercial Pl,Pleno,SP,Feminino,Pardo,CLT 40h,Home Office,2024-01-14,,,Ativo,4232.24,14,4.5,1,Home Office|Vale Refeição|Plano Odontológico|Gympass
FUNC-0541,Financeiro,Assistente Financeiro,Júnior,BA,Masculino,Preto,CLT 44h,Híbrido,2023-03-22,,,Ativo,2646.98,29,3.4,5,PLR|Home Office|Plano de Saúde
FUNC-0542,Jurídico,Advogado Pl,Pleno,MG,Masculino,Preto,CLT 40h,Híbrido,2015-02-28,,,Ativo,10115.96,14,3.2,5,Auxílio Creche|Plano de Saúde|Stock Options|Gympass
FUNC-0543,RH,Assistente de RH,Júnior,PE,Masculino,Preto,PJ,Presencial,2023-07-16,,,Ativo,2305.31,15,3.0,4,Vale Refeição|Auxílio Creche|Seguro de Vida
FUNC-0544,RH,Assistente de RH,Júnior,RJ,Feminino,Preto,CLT 40h,Híbrido,2016-07-26,,,Ativo,2541.84,20,3.8,0,Stock Options|Seguro de Vida|Plano Odontológico
FUNC-0545,Marketing,Assistente de Marketing,Júnior,SC,Masculino,Branco,CLT 44h,Presencial,2024-02-13,2024-06-15,Pedido do colaborador,Ativo,2667.55,18,3.2,2,Plano de Saúde|Auxílio Creche|Vale Transporte
FUNC-0546,Logística,Analista de Logística Pl,Pleno,RJ,Masculino,Pardo,CLT 40h,Híbrido,2018-02-02,2023-09-14,Desligamento por justa causa,Desligado,4930.14,12,3.5,2,Auxílio Creche|Plano de Saúde|Vale Transporte|Vale Refeição
FUNC-0547,RH,Analista de RH Sr,Sênior,SP,Masculino,Branco,CLT 40h,Home Office,2021-12-09,,,Ativo,8832.05,14,3.4,13,PLR|Vale Refeição|Auxílio Creche|Stock Options|Plano Odontológico
FUNC-0548,Tecnologia,Desenvolvedor Backend Jr,Júnior,BA,Feminino,Branco,CLT 44h,Híbrido,2020-01-02,,,Ativo,4754.79,4,2.9,1,Vale Refeição|Plano Odontológico|Plano de Saúde
FUNC-0549,Comercial,Gerente Comercial,Gestão,SP,Feminino,Não Informado,CLT 44h,Presencial,2016-05-20,,,Ativo,17759.94,25,4.8,1,Plano Odontológico|Seguro de Vida|Stock Options|Vale Transporte|Vale Refeição|Home Office|Gympass
FUNC-0550,RH,Analista de RH Sr,Sênior,PR,Masculino,Pardo,PJ,Híbrido,2024-03-27,,,Ativo,8627.55,27,4.1,1,PLR|Home Office|Vale Transporte|Stock Options|Vale Refeição
FUNC-0551,RH,HRBP Sr,Sênior,PE,Masculino,Pardo,CLT 40h,Híbrido,2021-09-27,,,Ativo,12200.86,16,3.6,2,Gympass|Plano Odontológico|Vale Refeição|Stock Options|Seguro de Vida
FUNC-0552,Logística,Assistente de Logística,Júnior,PR,Masculino,Preto,CLT 44h,Híbrido,2021-05-17,,,Ativo,2867.77,33,2.6,3,Plano Odontológico|Home Office|Seguro de Vida
FUNC-0553,Marketing,Gerente de Marketing,Gestão,RS,Feminino,Pardo,CLT 44h,Presencial,,2021-12-05,Desligamento por justa causa,Desligado,14658.09,54,4.4,4,Auxílio Creche|Plano Odontológico|Stock Options|Seguro de Vida|Plano de Saúde|Vale Refeição|Gympass
FUNC-0554,Financeiro,Analista Financeiro Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Presencial,2019-12-11,,,Ativo,6116.42,13,3.0,4,Seguro de Vida|Home Office|Auxílio Creche|Plano Odontológico
FUNC-0555,Logística,Gerente de Logística,Gestão,RJ,Feminino,Pardo,CLT 40h,Híbrido,2017-08-20,,,Ativo,17830.3,31,3.5,0,Stock Options|Plano de Saúde|Vale Refeição|Plano Odontológico|Vale Transporte|Auxílio Creche|PLR
FUNC-0556,Comercial,Assistente Comercial,Júnior,BA,Feminino,Branco,CLT 44h,Híbrido,2022-04-08,2024-06-01,Desligamento sem justa causa,Desligado,,12,3.6,1,Plano Odontológico|Vale Refeição|Home Office
FUNC-0557,Financeiro,Assistente Financeiro,Júnior,RJ,Masculino,Preto,CLT 44h,Home Office,2022-01-05,2024-11-08,Término de contrato,Desligado,2356.3,25,3.2,0,Gympass|Plano Odontológico|Auxílio Creche
FUNC-0558,Operações,Técnico de Operações Pl,Pleno,MG,Feminino,Pardo,CLT 40h,Presencial,2019-08-01,2022-07-21,Pedido do colaborador,Desligado,4500.39,23,3.4,2,Vale Refeição|Auxílio Creche|Gympass|Vale Transporte
FUNC-0559,RH,Analista de RH Sr,Sênior,CE,Feminino,Branco,PJ,Home Office,2016-11-03,,,Ativo,8313.54,19,,0,Plano Odontológico|Vale Refeição|Seguro de Vida|Vale Transporte|PLR
FUNC-0560,Tecnologia,Desenvolvedor Frontend Sr,Sênior,RJ,Masculino,Pardo,PJ,Híbrido,2019-03-12,,,Ativo,15325.69,16,3.6,4,PLR|Gympass|Home Office|Seguro de Vida|Plano Odontológico
FUNC-0561,Comercial,Analista Comercial Pl,Pleno,SP,Masculino,Pardo,PJ,Híbrido,2022-03-06,,,Ativo,4209.83,36,3.6,7,Seguro de Vida|Plano de Saúde|Home Office|Vale Transporte
FUNC-0562,Financeiro,Analista Financeiro Pl,Pleno,RJ,Feminino,Pardo,PJ,Presencial,2019-01-21,,,Ativo,4500.0,14,3.0,1,Home Office|Vale Refeição|Plano de Saúde|Vale Transporte
FUNC-0563,Logística,Assistente de Logística,Júnior,SP,Masculino,Não Informado,CLT 40h,Home Office,2021-06-16,,,Ativo,2734.14,6,3.4,0,Stock Options|Plano Odontológico|Plano de Saúde
FUNC-0564,Operações,Coordenador de Operações,Especialista,SP,Feminino,Branco,CLT 40h,Home Office,2024-10-23,,,Ativo,12112.96,23,3.9,4,Vale Refeição|Seguro de Vida|Auxílio Creche|Stock Options|Plano de Saúde|Gympass
FUNC-0565,Operações,Supervisor de Operações,Especialista,RJ,Feminino,Amarelo,CLT 40h,Presencial,,2022-04-19,Desligamento por justa causa,Desligado,7997.46,19,3.3,2,Plano Odontológico|Stock Options|Vale Transporte|Seguro de Vida|Home Office|Auxílio Creche
FUNC-0566,Logística,Assistente de Logística,Júnior,RS,Feminino,Branco,PJ,Presencial,2018-11-11,2021-11-14,Desligamento sem justa causa,Desligado,3222.12,23,3.7,6,Plano Odontológico|Home Office|Plano de Saúde
FUNC-0567,Comercial,Consultor de Vendas Sr,Sênior,PR,Feminino,Pardo,CLT 40h,Híbrido,2022-01-22,,,Ativo,7172.87,23,3.3,0,Vale Refeição|Plano Odontológico|Home Office|Seguro de Vida|Gympass
FUNC-0568,Tecnologia,Analista de Dados Pl,Pleno,RJ,Masculino,Pardo,CLT 44h,Noturno,2020-03-23,2022-04-30,Pedido do colaborador,Desligado,6774.84,18,3.4,0,Gympass|Home Office|Auxílio Creche|Vale Refeição
FUNC-0569,RH,Analista de RH Pl,Pleno,PE,Não Informado,Branco,PJ,Híbrido,2018-02-15,,,Ativo,4358.68,4,2.9,5,Vale Refeição|Vale Transporte|PLR|Plano de Saúde
FUNC-0570,Financeiro,Assistente Financeiro,Júnior,SP,Masculino,Pardo,CLT 44h,Híbrido,2023-01-23,,,Ativo,2887.39,7,2.8,2,Vale Refeição|Gympass|Plano de Saúde
FUNC-0571,Jurídico,Advogado Jr,Júnior,CE,Masculino,Preto,CLT 44h,Híbrido,,,,Ativo,5180.88,17,3.3,1,Auxílio Creche|Gympass|Seguro de Vida
FUNC-0572,RH,Analista de RH Pl,Pleno,BA,Masculino,Preto,CLT 44h,Híbrido,2018-09-19,,,Ativo,4755.77,13,3.0,1,Home Office|Plano Odontológico|Vale Transporte|Stock Options
FUNC-0573,Comercial,Consultor de Vendas Sr,Sênior,SC,Masculino,Branco,PJ,Home Office,2024-02-24,,,Ativo,8551.69,22,3.7,8,Vale Refeição|Plano de Saúde|Auxílio Creche|Stock Options|Plano Odontológico
FUNC-0574,Logística,Assistente de Logística,Júnior,RJ,Feminino,Pardo,CLT 44h,Híbrido,2022-06-03,2024-04-04,Desligamento por justa causa,Desligado,2235.72,15,3.2,14,PLR|Home Office|Seguro de Vida
FUNC-0575,Financeiro,Analista Financeiro Pl,Pleno,PR,Feminino,Branco,CLT 40h,Presencial,2023-05-22,,,Ativo,8818.04,21,4.4,6,Seguro de Vida|PLR|Vale Refeição|Stock Options
FUNC-0576,RH,Gerente de RH,Gestão,SP,Feminino,Pardo,CLT 40h,Híbrido,2024-09-24,,,Ativo,23223.39,7,4.1,1,Plano Odontológico|Stock Options|Plano de Saúde|Seguro de Vida|Vale Transporte|Gympass|Auxílio Creche
FUNC-0577,Financeiro,Gerente Financeiro,Gestão,BA,Feminino,Branco,CLT 40h,Híbrido,2021-03-24,,,Ativo,19586.85,12,4.6,4,Auxílio Creche|Seguro de Vida|Gympass|Home Office|Stock Options|Vale Transporte|Plano de Saúde
FUNC-0578,Marketing,Coordenador de Marketing,Especialista,MG,Feminino,Branco,PJ,Híbrido,2018-04-01,,,Ativo,13879.58,21,4.9,1,PLR|Home Office|Auxílio Creche|Plano Odontológico|Stock Options|Vale Transporte
FUNC-0579,Comercial,Analista Comercial Pl,Pleno,RJ,Masculino,Branco,CLT 44h,Híbrido,2024-01-03,,,Ativo,5291.55,8,2.7,0,PLR|Home Office|Plano Odontológico|Auxílio Creche
FUNC-0580,Comercial,Coordenador Comercial,Especialista,RS,Masculino,Pardo,CLT 40h,Presencial,2018-01-12,,,Ativo,9081.29,46,3.7,0,Vale Refeição|Seguro de Vida|Gympass|Home Office|Stock Options|Plano de Saúde
FUNC-0581,Logística,Assistente de Logística,Júnior,RS,Masculino,Pardo,CLT 44h,Noturno,2016-08-14,,,Ativo,2241.69,28,2.0,3,Auxílio Creche|PLR|Seguro de Vida
FUNC-0582,Jurídico,Advogado Sr,Sênior,MG,Masculino,Pardo,CLT 40h,Presencial,2020-07-27,,,Ativo,15180.09,17,3.4,2,Plano Odontológico|Gympass|Vale Transporte|Vale Refeição|PLR
FUNC-0583,Comercial,Analista Comercial Pl,Pleno,SC,Feminino,Pardo,CLT 44h,Presencial,2016-01-11,2023-10-14,Pedido do colaborador,Desligado,4411.74,23,3.3,1,Vale Refeição|Seguro de Vida|Stock Options|Auxílio Creche
FUNC-0584,Comercial,Assistente Comercial,Júnior,SP,Masculino,Pardo,CLT 40h,Híbrido,2024-11-02,,,Ativo,3139.39,16,3.8,0,Auxílio Creche|Seguro de Vida|Home Office
FUNC-0585,Logística,Gerente de Logística,Gestão,BA,Feminino,Pardo,CLT 40h,Híbrido,2021-04-11,,,Ativo,,20,3.8,0,Plano Odontológico|Home Office|Auxílio Creche|Plano de Saúde|Vale Refeição|Gympass|Vale Transporte
FUNC-0586,Tecnologia,Desenvolvedor Frontend Jr,Júnior,SP,Feminino,Pardo,PJ,Híbrido,2018-03-10,,,Ativo,3662.94,44,3.4,1,Gympass|PLR|Home Office
